data,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,dimessi_guariti,deceduti,totale_casi,ingressi_terapia_intensiva,variazione_totale_casi,variazione_deceduti,variazione_dimessi_guariti
2021-10-17,Lombardia,333,59,389,8663,9043,846339,34114,888797,16.0,1990,29,2648
2021-10-24,Lombardia,288,55,340,8151,8487,848709,34141,891325,15.0,2528,27,2370
2021-10-31,Lombardia,312,49,360,9281,9620,850804,34159,894583,13.0,3258,18,2095
2021-11-07,Lombardia,338,49,385,11107,11492,853094,34201,898787,20.0,4204,42,2290
2021-11-14,Lombardia,441,51,491,14681,15172,856017,34240,905429,24.0,6642,39,2923
2021-11-21,Lombardia,666,61,727,21237,21964,859759,34280,916003,35.0,10574,40,3742
2021-11-28,Lombardia,789,91,880,28780,29660,865461,34349,929470,52.0,13467,69,5702
2021-12-05,Lombardia,955,124,1079,37769,38848,872791,34455,946094,57.0,16624,106,7330
2021-12-12,Lombardia,1132,143,1272,48010,49261,881680,34576,965517,66.0,19423,121,8889
2021-12-19,Lombardia,1225,160,1385,66283,67668,895457,34736,997861,72.0,32344,160,13777
2021-12-26,Lombardia,1439,180,1619,118368,119987,915271,34940,1070198,89.0,72337,204,19814
2022-01-02,Lombardia,2052,222,2268,289825,292093,937826,35140,1265059,122.0,194861,200,22555
2022-01-09,Lombardia,2887,244,3131,505997,509128,992666,35403,1537197,130.0,272138,263,54840
2022-01-16,Lombardia,3566,268,3834,574548,578257,1180582,35911,1774944,129.0,237747,508,187916
2022-01-23,Lombardia,3719,276,3990,541537,545453,1477358,36527,1979100,100.0,204156,616,296776
2022-01-30,Lombardia,3416,265,3681,447489,451170,1699266,37108,2123664,85.0,144564,581,221908
2022-02-06,Lombardia,3044,251,3279,368874,372141,1897174,37643,2210403,57.0,86739,535,197908
2022-02-13,Lombardia,2558,207,2765,251608,254373,2039724,37999,2262344,50.0,51941,356,142550
2022-02-20,Lombardia,1913,166,2075,171656,173731,2123054,38315,2299110,33.0,36766,316,83330
2022-02-27,Lombardia,1340,143,1483,134166,135649,2126913,38352,2300914,0.0,1804,37,3859
2020-03-01,Marche,12,5,17,8,25,0,0,25,0.0,25,0,0
2020-03-08,Marche,110,41,151,114,265,0,7,272,0.0,247,7,0
2020-03-15,Marche,521,98,619,468,1087,0,46,1133,0.0,861,39,0
2020-03-22,Marche,816,141,954,1277,2231,6,184,2421,0.0,1288,138,6
2020-03-29,Marche,1000,168,1168,1992,3160,12,386,3558,0.0,1137,202,6
2020-04-05,Marche,998,169,1165,2491,3631,287,599,4464,0.0,906,213,275
2020-04-12,Marche,1001,140,1141,2637,3738,1489,700,5303,0.0,839,101,1202
2020-04-19,Marche,959,108,1067,2297,3182,1780,807,5769,0.0,466,107,291
2020-04-26,Marche,792,80,872,2582,3308,1924,879,6111,0.0,342,72,144
2020-05-03,Marche,667,58,725,2760,3347,2194,927,6319,0.0,208,48,270
2020-05-10,Marche,389,44,433,2937,3251,2322,960,6533,0.0,214,33,128
2020-05-17,Marche,277,28,305,2954,3227,3118,984,6667,0.0,134,24,796
2020-05-24,Marche,156,17,173,2142,2315,4028,994,6714,0.0,47,10,910
2020-05-31,Marche,95,13,108,1554,1662,4405,997,6730,0.0,16,-7,377
2020-06-07,Marche,63,9,72,1257,1327,4595,991,6745,0.0,15,4,190
2020-06-14,Marche,41,2,43,1032,1075,5139,993,6758,0.0,13,2,544
2020-06-21,Marche,21,0,21,599,617,5247,994,6768,0.0,10,1,108
2020-06-28,Marche,13,0,13,492,505,5474,994,6785,0.0,17,-3,227
2020-07-05,Marche,9,0,9,265,274,5609,991,6790,0.0,5,-4,135
2020-07-12,Marche,5,0,5,184,189,5650,987,6804,0.0,14,0,41
2020-07-19,Marche,4,1,4,156,160,5674,987,6812,0.0,7,0,24
2020-07-26,Marche,3,1,4,143,146,5716,987,6825,0.0,14,0,42
2020-08-02,Marche,11,0,11,141,147,5763,987,6897,0.0,72,0,47
2020-08-09,Marche,16,0,16,155,168,5799,987,6954,0.0,57,0,36
2020-08-16,Marche,13,1,14,181,194,5854,987,7035,0.0,81,0,55
2020-08-23,Marche,14,1,15,232,245,5878,987,7110,0.0,75,0,24
2020-08-30,Marche,14,1,14,289,302,5949,987,7238,0.0,128,0,71
2020-09-06,Marche,14,1,15,370,385,5990,988,7363,0.0,125,1,41
2020-09-13,Marche,16,2,17,504,520,6041,989,7550,0.0,187,1,51
2020-09-20,Marche,23,2,25,619,642,6103,989,7734,0.0,184,0,62
2020-09-27,Marche,25,4,28,738,760,6151,990,7901,0.0,167,1,48
2020-10-04,Marche,28,6,30,911,941,6210,992,8143,0.0,242,2,59
2020-10-11,Marche,44,6,50,1253,1303,6298,992,8593,0.0,450,0,88
2020-10-18,Marche,88,13,101,1944,2045,6418,995,9458,0.0,865,3,120
2020-10-25,Marche,178,23,201,3525,3726,6711,1003,11440,0.0,1982,8,293
2020-11-01,Marche,327,47,369,6354,6723,7060,1021,14804,0.0,3364,18,349
2020-11-08,Marche,493,69,562,9679,10241,7498,1050,18789,0.0,3985,29,438
2020-11-15,Marche,559,77,633,13489,14049,8156,1111,23316,0.0,4527,61,658
2020-11-22,Marche,544,88,630,14737,15367,10047,1180,26594,0.0,3278,69,1891
2020-11-29,Marche,598,94,683,17013,17696,10603,1255,29554,0.0,2960,75,556
2020-12-06,Marche,586,88,672,19458,20058,11008,1327,32393,8.0,2839,72,405
2020-12-13,Marche,518,87,603,13448,14048,21100,1404,34798,27.0,2405,77,10092
2020-12-20,Marche,469,83,552,12250,12802,26032,1476,37269,22.0,2471,72,4932
2020-12-27,Marche,428,65,493,9178,9671,28499,1527,39697,25.0,2428,51,2467
2021-01-03,Marche,479,67,546,11520,12066,29301,1607,42974,39.0,3277,80,802
2021-01-10,Marche,541,73,614,14632,15246,29871,1698,46815,34.0,3841,91,570
2021-01-17,Marche,594,85,676,13940,14569,37786,1783,50111,43.0,3296,85,7915
2021-01-24,Marche,591,85,676,9575,10251,42204,1874,52903,24.0,2792,91,4418
2021-01-31,Marche,554,73,626,8657,9258,44263,1966,55487,24.0,2584,92,2059
2021-02-07,Marche,544,76,612,8565,9172,48473,2042,58141,31.0,2654,76,4210
2021-02-14,Marche,544,80,624,7506,8130,50574,2104,60808,35.0,2667,62,2101
2021-02-21,Marche,537,83,620,8306,8912,52643,2184,63739,31.0,2931,80,2069
2021-02-28,Marche,582,84,654,9576,10230,55375,2252,67857,44.0,4118,68,2732
2021-03-07,Marche,616,98,714,9764,10478,60299,2334,73111,63.0,5254,82,4924
2021-03-14,Marche,703,131,834,10250,11063,64854,2411,78175,78.0,5064,77,4555
2021-03-21,Marche,761,146,907,9588,10442,70607,2501,83173,68.0,4998,90,5753
2021-03-28,Marche,812,157,961,9215,10176,74403,2591,86935,69.0,3762,90,3796
2021-04-04,Marche,807,151,958,8451,9409,78773,2682,90186,48.0,3251,91,4370
2021-04-11,Marche,783,142,924,7796,8702,81506,2771,92482,48.0,2296,89,2733
2021-04-18,Marche,733,129,862,7193,8055,84076,2848,94500,30.0,2018,77,2570
2021-04-25,Marche,568,88,656,6730,7386,86931,2909,96420,19.0,1920,61,2855
2021-05-02,Marche,478,70,546,5866,6412,89051,2944,98096,16.0,1676,35,2120
2021-05-09,Marche,413,69,482,5594,6076,91235,2968,99737,17.0,1641,24,2184
2021-05-16,Marche,334,58,392,5126,5518,93288,2991,101024,12.0,1287,23,2053
2021-05-23,Marche,262,48,310,4415,4725,94432,3004,101944,8.0,920,13,1144
2021-05-30,Marche,169,36,205,4331,4505,95683,3013,102632,7.0,688,9,1251
2021-06-06,Marche,110,27,137,3697,3834,96723,3020,103120,2.0,488,7,1040
2021-06-13,Marche,83,17,98,3272,3370,97587,3025,103411,2.0,291,5,864
2021-06-20,Marche,52,9,61,2643,2704,98496,3031,103539,0.0,128,6,909
2021-06-27,Marche,30,6,36,1904,1939,99163,3036,103614,1.0,75,5,667
2021-07-04,Marche,24,6,30,1342,1372,99478,3037,103787,0.0,173,1,315
2021-07-11,Marche,9,2,11,1324,1334,99645,3038,104017,1.0,230,1,167
2021-07-18,Marche,13,2,15,1471,1486,99788,3038,104312,0.0,295,0,143
2021-07-25,Marche,16,3,19,1671,1689,100134,3039,104862,1.0,550,1,346
2021-08-01,Marche,25,6,31,2031,2062,100587,3039,105688,3.0,826,0,453
2021-08-08,Marche,46,6,51,2790,2841,100993,3041,106875,2.0,1187,2,406
2021-08-15,Marche,49,7,55,2927,2972,101989,3043,108004,5.0,1129,2,996
2021-08-22,Marche,49,10,58,3042,3095,103100,3045,109081,4.0,1077,2,1111
2021-08-29,Marche,69,16,85,3526,3608,103715,3046,110369,8.0,1288,1,615
2021-09-05,Marche,68,22,87,3503,3584,104834,3051,111392,10.0,1023,5,1119
2021-09-12,Marche,60,24,83,3403,3481,105952,3056,112335,5.0,943,5,1118
2021-09-19,Marche,59,27,84,3119,3203,107138,3065,113106,6.0,771,9,1186
2021-09-26,Marche,61,21,81,2653,2730,107883,3072,113617,4.0,511,7,745
2021-10-03,Marche,57,21,76,2590,2665,108462,3079,114074,2.0,457,7,579
2021-10-10,Marche,45,18,61,2456,2515,109149,3082,114532,1.0,458,3,687
2021-10-17,Marche,44,14,56,2235,2291,109784,3086,114904,2.0,372,4,635
2021-10-24,Marche,45,15,56,1979,2034,110391,3095,115520,4.0,616,9,607
2021-10-31,Marche,54,19,72,2180,2252,110873,3107,116232,9.0,712,12,482
2021-11-07,Marche,65,23,88,2715,2803,111282,3114,117199,6.0,967,7,409
2021-11-14,Marche,71,24,94,3265,3345,112223,3121,118689,4.0,1490,7,941
2021-11-21,Marche,70,24,93,3710,3797,113754,3133,120684,4.0,1995,12,1531
2021-11-28,Marche,80,24,103,4972,5074,115040,3148,123262,9.0,2578,15,1286
2021-12-05,Marche,100,29,126,5288,5414,117595,3158,126167,12.0,2905,10,2555
2021-12-12,Marche,118,34,152,6179,6331,119675,3171,129177,16.0,3010,13,2080
2021-12-19,Marche,168,38,204,6398,6602,123589,3192,133383,13.0,4206,21,3914
2021-12-26,Marche,203,40,241,6648,6868,128415,3216,138457,18.0,5074,24,4826
2022-01-02,Marche,227,50,277,7832,8109,136421,3252,147782,22.0,9325,36,8006
2022-01-09,Marche,255,56,309,10617,10924,146295,3286,160404,18.0,12622,34,9874
2022-01-16,Marche,276,65,338,17055,17393,161618,3311,182322,17.0,21918,25,15323
2022-01-23,Marche,298,64,349,20114,20455,198322,3348,222125,16.0,39803,37,36704
2022-01-30,Marche,310,61,371,27254,27625,228721,3412,259068,17.0,36943,64,30399
2022-02-06,Marche,347,62,408,26566,26950,258336,3458,285539,17.0,26471,46,29615
2022-02-13,Marche,325,52,377,25362,25723,276459,3503,302979,12.0,17440,45,18123
2022-02-20,Marche,315,42,352,24427,24763,290216,3551,316582,6.0,13603,48,13757
2022-02-27,Marche,272,31,303,22765,23068,290518,3556,317142,3.0,560,5,302
2020-03-01,Molise,0,0,0,0,0,0,0,0,0.0,0,0,0
2020-03-08,Molise,4,2,6,9,14,0,0,14,0.0,14,0,0
2020-03-15,Molise,5,4,8,10,17,0,0,17,0.0,3,0,0
2020-03-22,Molise,24,7,31,21,52,7,7,66,0.0,49,7,7
2020-03-29,Molise,27,9,35,66,100,18,9,127,0.0,61,2,11
2020-04-05,Molise,33,8,40,148,187,24,13,224,0.0,97,4,6
2020-04-12,Molise,35,5,40,171,202,40,15,257,0.0,33,2,16
2020-04-19,Molise,28,4,32,184,215,47,17,279,0.0,22,2,7
2020-04-26,Molise,27,2,29,184,213,75,21,296,0.0,17,4,28
2020-05-03,Molise,20,1,21,179,200,98,22,301,0.0,5,1,23
2020-05-10,Molise,9,1,10,209,218,130,22,370,0.0,69,0,32
2020-05-17,Molise,13,2,14,221,231,173,22,411,0.0,41,0,43
2020-05-24,Molise,9,2,11,206,217,227,22,432,0.0,21,0,54
2020-05-31,Molise,5,2,7,170,177,269,22,436,0.0,4,0,42
2020-06-07,Molise,3,2,5,131,135,293,23,436,0.0,0,1,24
2020-06-14,Molise,1,2,2,118,120,342,23,439,0.0,3,0,49
2020-06-21,Molise,2,0,2,70,70,378,23,441,0.0,2,0,36
2020-06-28,Molise,3,0,3,41,43,396,23,445,0.0,4,0,18
2020-07-05,Molise,0,0,0,26,26,401,23,445,0.0,0,0,5
2020-07-12,Molise,1,0,1,21,21,410,23,446,0.0,1,0,9
2020-07-19,Molise,1,0,1,12,13,415,23,446,0.0,0,0,5
2020-07-26,Molise,1,0,1,21,22,421,23,466,0.0,20,0,6
2020-08-02,Molise,1,0,1,30,31,421,23,475,0.0,9,0,0
2020-08-09,Molise,1,0,1,34,35,421,23,479,0.0,4,0,0
2020-08-16,Molise,1,0,1,35,35,429,23,487,0.0,8,0,8
2020-08-23,Molise,1,0,1,57,58,430,23,511,0.0,24,0,1
2020-08-30,Molise,3,0,3,67,70,432,23,525,0.0,14,0,2
2020-09-06,Molise,3,0,3,75,78,436,23,536,0.0,11,0,4
2020-09-13,Molise,5,1,5,91,95,449,23,565,0.0,29,0,13
2020-09-20,Molise,5,1,6,99,104,460,23,587,0.0,22,0,11
2020-09-27,Molise,5,1,6,138,141,479,24,644,0.0,57,1,19
2020-10-04,Molise,5,1,6,139,141,509,25,675,0.0,31,1,30
2020-10-11,Molise,9,0,9,156,165,548,26,739,0.0,64,1,39
2020-10-18,Molise,12,0,12,343,355,575,26,956,0.0,217,0,27
2020-10-25,Molise,20,2,22,528,550,640,28,1218,0.0,262,2,65
2020-11-01,Molise,19,6,24,1030,1053,703,40,1796,0.0,578,12,63
2020-11-08,Molise,39,8,46,1596,1642,752,48,2442,0.0,646,8,49
2020-11-15,Molise,60,8,67,1945,2012,916,67,2995,0.0,553,19,164
2020-11-22,Molise,66,11,74,2308,2370,1445,94,3909,0.0,914,27,529
2020-11-29,Molise,69,13,78,2574,2652,1864,117,4626,0.0,717,23,419
2020-12-06,Molise,65,14,77,2647,2720,2438,135,5286,2.0,660,18,574
2020-12-13,Molise,56,9,64,2698,2759,2861,162,5681,4.0,395,27,423
2020-12-20,Molise,61,11,69,2678,2747,3114,173,6034,6.0,353,11,253
2020-12-27,Molise,59,9,68,2729,2797,3881,182,6382,2.0,348,9,767
2021-01-03,Molise,57,11,65,2258,2323,4740,195,6673,4.0,291,13,859
2021-01-10,Molise,57,10,66,1604,1668,5632,212,7090,4.0,417,17,892
2021-01-17,Molise,59,9,68,1145,1210,6178,231,7553,5.0,463,19,546
2021-01-24,Molise,62,10,71,1069,1135,6568,249,7899,3.0,346,18,390
2021-01-31,Molise,58,9,67,1092,1159,6928,267,8354,3.0,455,18,360
2021-02-07,Molise,69,12,80,1275,1355,7224,288,8867,11.0,513,21,296
2021-02-14,Molise,71,11,82,1507,1585,7590,308,9483,6.0,616,20,366
2021-02-21,Molise,91,14,105,1603,1707,8052,333,10074,10.0,591,25,462
2021-02-28,Molise,109,17,124,1664,1776,8564,351,10691,10.0,617,18,512
2021-03-07,Molise,100,21,121,1645,1758,9121,378,11175,10.0,484,27,557
2021-03-14,Molise,105,26,125,1510,1625,9668,399,11627,7.0,452,21,547
2021-03-21,Molise,101,20,121,1402,1523,10216,417,11980,5.0,353,18,548
2021-03-28,Molise,94,19,113,1193,1306,10775,434,12236,7.0,256,17,559
2021-04-04,Molise,72,16,87,895,982,11195,447,12434,7.0,198,13,420
2021-04-11,Molise,55,16,70,692,758,11508,456,12615,4.0,181,9,313
2021-04-18,Molise,52,17,67,623,678,11735,465,12878,6.0,263,9,227
2021-04-25,Molise,41,14,55,596,650,11986,467,13103,2.0,225,2,251
2021-05-02,Molise,44,14,56,592,639,12205,478,13287,2.0,184,11,219
2021-05-09,Molise,31,9,40,553,593,12483,483,13432,3.0,145,5,278
2021-05-16,Molise,26,5,31,406,436,12712,488,13514,2.0,82,5,229
2021-05-23,Molise,19,5,23,269,292,12860,488,13550,1.0,36,0,148
2021-05-30,Molise,15,5,20,177,197,12957,491,13586,0.0,36,3,97
2021-06-06,Molise,9,2,11,120,131,13020,491,13607,0.0,21,0,63
2021-06-13,Molise,8,0,8,90,96,13059,491,13632,0.0,25,0,39
2021-06-20,Molise,9,0,9,84,90,13101,491,13682,0.0,50,0,42
2021-06-27,Molise,8,0,8,90,98,13128,491,13717,0.0,35,0,27
2021-07-04,Molise,8,0,8,80,88,13168,492,13724,0.0,7,1,40
2021-07-11,Molise,3,0,3,64,65,13196,492,13749,0.0,25,0,28
2021-07-18,Molise,1,0,1,107,108,13221,492,13821,0.0,72,0,25
2021-07-25,Molise,1,0,1,122,123,13264,492,13879,0.0,58,0,43
2021-08-01,Molise,1,1,1,128,129,13318,492,13939,1.0,60,0,54
2021-08-08,Molise,2,1,3,145,148,13357,492,13997,0.0,58,0,39
2021-08-15,Molise,8,1,9,156,163,13416,492,14068,0.0,71,0,59
2021-08-22,Molise,7,1,8,183,190,13455,492,14136,0.0,68,0,39
2021-08-29,Molise,8,1,9,241,249,13501,495,14245,0.0,109,3,46
2021-09-05,Molise,13,0,13,244,257,13601,495,14353,0.0,108,0,100
2021-09-12,Molise,13,0,13,239,252,13667,495,14412,0.0,59,0,66
2021-09-19,Molise,10,2,11,217,228,13778,496,14460,2.0,48,1,111
2021-09-26,Molise,5,2,7,168,175,13844,496,14494,0.0,34,0,66
2021-10-03,Molise,2,2,4,145,149,13917,497,14512,0.0,18,1,73
2021-10-10,Molise,2,1,3,97,100,13968,497,14546,0.0,34,0,51
2021-10-17,Molise,3,1,4,83,85,13991,498,14565,1.0,19,1,23
2021-10-24,Molise,5,1,6,91,97,14021,498,14612,0.0,47,0,30
2021-10-31,Molise,6,2,7,115,122,14056,498,14668,1.0,56,0,35
2021-11-07,Molise,6,2,7,140,146,14082,501,14729,0.0,61,3,26
2021-11-14,Molise,6,1,7,244,247,14107,503,14857,0.0,128,2,25
2021-11-21,Molise,8,1,9,346,355,14157,503,15015,0.0,158,0,50
2021-11-28,Molise,12,1,13,434,447,14254,504,15205,0.0,190,1,97
2021-12-05,Molise,13,1,14,429,442,14414,505,15304,0.0,99,1,160
2021-12-12,Molise,14,2,15,318,333,14635,507,15379,1.0,75,2,221
2021-12-19,Molise,9,4,13,232,241,14745,508,15494,2.0,115,1,110
2021-12-26,Molise,16,2,18,516,533,14800,509,15842,0.0,348,1,55
2022-01-02,Molise,21,2,22,2103,2125,14852,512,17489,1.0,1647,3,52
2022-01-09,Molise,28,2,30,4282,4312,14974,512,19798,1.0,2309,0,122
2022-01-16,Molise,28,2,30,7742,7767,15577,514,23858,1.0,4060,2,603
2022-01-23,Molise,25,2,26,9291,9311,17221,522,27054,1.0,3196,8,1644
2022-01-30,Molise,41,3,44,9550,9589,19619,528,29736,1.0,2682,6,2398
2022-02-06,Molise,41,3,44,9969,10012,23107,541,32395,1.0,2659,13,3488
2022-02-13,Molise,45,6,50,8869,8917,26783,554,35023,5.0,2628,13,3676
2022-02-20,Molise,43,5,48,7730,7778,29497,562,37127,0.0,2104,8,2714
2022-02-27,Molise,27,4,31,7143,7174,29504,563,37241,0.0,114,1,7
2020-03-01,Piemonte,11,2,13,36,49,0,0,49,0.0,49,0,0
2020-03-08,Piemonte,245,45,290,65,355,0,5,360,0.0,311,5,0
2020-03-15,Piemonte,726,171,897,133,1030,0,81,1111,0.0,751,76,0
2020-03-22,Piemonte,2279,308,2536,1701,4127,10,283,4420,0.0,3309,202,10
2020-03-29,Piemonte,3094,443,3533,3840,7268,254,684,8206,0.0,3786,401,244
2020-04-05,Piemonte,3472,453,3916,6261,10177,1017,1168,12362,0.0,4156,484,763
2020-04-12,Piemonte,3553,438,3985,8695,12505,2426,1729,16660,0.0,4298,561,1409
2020-04-19,Piemonte,3418,379,3764,10964,14470,4256,2331,21057,0.0,4397,602,1830
2020-04-26,Piemonte,3299,301,3600,12439,15519,6478,2823,24820,0.0,3763,492,2222
2020-05-03,Piemonte,2830,214,3044,12991,15719,8640,3152,27430,0.0,2610,329,2162
2020-05-10,Piemonte,2391,161,2552,13010,15562,11648,3367,28665,0.0,1235,215,3008
2020-05-17,Piemonte,2021,136,2156,11182,13338,15696,3612,29547,0.0,882,245,4048
2020-05-24,Piemonte,1589,99,1688,8186,9874,18694,3783,30180,0.0,633,171,2998
2020-05-31,Piemonte,1227,72,1299,6197,7496,21609,3867,30637,0.0,457,84,2915
2020-06-07,Piemonte,904,54,958,4104,5062,22952,3941,30855,0.0,218,74,1343
2020-06-14,Piemonte,633,39,669,3197,3866,24399,4012,31059,0.0,204,71,1447
2020-06-21,Piemonte,517,28,545,2059,2604,25177,4051,31241,0.0,182,39,778
2020-06-28,Piemonte,346,19,365,1605,1970,25756,4085,31336,0.0,95,34,579
2020-07-05,Piemonte,283,12,294,1196,1490,26104,4102,31423,0.0,87,17,348
2020-07-12,Piemonte,210,10,219,989,1208,26329,4111,31498,0.0,75,9,225
2020-07-19,Piemonte,180,9,189,864,1053,26580,4119,31536,0.0,38,8,251
2020-07-26,Piemonte,150,6,156,677,833,26679,4126,31606,0.0,70,7,98
2020-08-02,Piemonte,141,5,146,710,810,26759,4129,31698,0.0,92,3,81
2020-08-09,Piemonte,101,6,107,734,822,26910,4136,31868,0.0,170,7,151
2020-08-16,Piemonte,87,3,90,796,880,27080,4139,32084,0.0,216,3,170
2020-08-23,Piemonte,85,5,89,978,1061,27139,4143,32343,0.0,259,4,59
2020-08-30,Piemonte,85,6,90,1315,1405,27293,4146,32844,0.0,501,3,154
2020-09-06,Piemonte,111,8,119,1608,1727,27379,4150,33256,0.0,412,4,86
2020-09-13,Piemonte,110,9,119,1989,2097,27503,4153,33753,0.0,497,3,124
2020-09-20,Piemonte,142,9,149,2177,2326,27859,4154,34339,0.0,586,1,356
2020-09-27,Piemonte,166,10,176,2457,2633,28244,4161,35038,0.0,699,7,385
2020-10-04,Piemonte,217,13,230,3141,3370,28646,4167,36183,0.0,1145,6,402
2020-10-11,Piemonte,378,24,402,4654,5056,29270,4177,38503,0.0,2320,10,624
2020-10-18,Piemonte,780,55,835,8998,9833,29959,4198,43990,0.0,5487,21,689
2020-10-25,Piemonte,1601,94,1695,18182,19877,31399,4259,55535,0.0,11545,61,1440
2020-11-01,Piemonte,2844,179,3023,31391,34414,33852,4394,72660,0.0,17125,135,2453
2020-11-08,Piemonte,4367,304,4671,49526,54197,38953,4629,97779,0.0,25119,235,5101
2020-11-15,Piemonte,4921,372,5293,65936,71229,49190,5046,125465,0.0,27686,417,10237
2020-11-22,Piemonte,5225,398,5618,71700,77237,66998,5565,149575,0.0,24110,519,17808
2020-11-29,Piemonte,5116,404,5520,73011,78406,83193,6154,166331,0.0,16756,589,16195
2020-12-06,Piemonte,4737,388,5125,69818,74943,105127,6623,177788,64.0,11457,469,21934
2020-12-13,Piemonte,4243,345,4588,61161,65749,122476,7088,185538,51.0,7750,465,17349
2020-12-20,Piemonte,3856,278,4134,49202,53336,143738,7528,189357,40.0,3819,440,21262
2020-12-27,Piemonte,3409,230,3639,34318,37957,155416,7784,194262,62.0,4905,256,11678
2021-01-03,Piemonte,3042,205,3247,27056,30303,170618,7979,200060,43.0,5798,195,15202
2021-01-10,Piemonte,2847,192,3034,17511,20513,183444,8176,206962,73.0,6902,197,12826
2021-01-17,Piemonte,2705,177,2882,12488,15114,189360,8400,212760,54.0,5798,224,5916
2021-01-24,Piemonte,2500,168,2668,12153,14789,195748,8583,217677,45.0,4917,183,6388
2021-01-31,Piemonte,2364,163,2527,10691,13218,201938,8847,223097,52.0,5420,264,6190
2021-02-07,Piemonte,2151,153,2304,10165,12322,206955,9002,228279,54.0,5182,155,5017
2021-02-14,Piemonte,2040,153,2188,10308,12361,211914,9131,233406,58.0,5127,129,4959
2021-02-21,Piemonte,1933,144,2077,10814,12820,216864,9265,238949,50.0,5543,134,4950
2021-02-28,Piemonte,2015,168,2183,13894,16077,221688,9369,247134,81.0,8185,104,4824
2021-03-07,Piemonte,2316,202,2518,19787,22305,227421,9495,259221,101.0,12087,126,5733
2021-03-14,Piemonte,2886,267,3153,26499,29652,234164,9663,273479,156.0,14258,168,6743
2021-03-21,Piemonte,3455,346,3801,30730,34531,244476,9908,288915,171.0,15436,245,10312
2021-03-28,Piemonte,3776,369,4145,31458,35585,257852,10190,303617,151.0,14702,282,13376
2021-04-04,Piemonte,3887,378,4263,31584,35785,272953,10450,317358,123.0,13741,260,15101
2021-04-11,Piemonte,3889,370,4252,29537,33753,287544,10660,326576,87.0,9218,210,14591
2021-04-18,Piemonte,3633,317,3950,23711,27661,300265,10927,333788,124.0,7212,267,12721
2021-04-25,Piemonte,3045,283,3328,18256,21584,312241,11137,340851,93.0,7063,210,11976
2021-05-02,Piemonte,2404,247,2651,14438,17089,320221,11283,346977,69.0,6126,146,7980
2021-05-09,Piemonte,2042,194,2236,12935,15171,327094,11404,351985,65.0,5008,121,6873
2021-05-16,Piemonte,1680,161,1841,11285,13126,333451,11504,355810,63.0,3825,100,6357
2021-05-23,Piemonte,1179,140,1319,9099,10418,338952,11579,358459,41.0,2649,75,5501
2021-05-30,Piemonte,832,101,933,6729,7662,343145,11624,360148,30.0,1689,45,4193
2021-06-06,Piemonte,594,81,675,4490,5165,345934,11654,361401,21.0,1253,30,2789
2021-06-13,Piemonte,461,64,525,3114,3639,347802,11675,362146,16.0,745,21,1868
2021-06-20,Piemonte,303,47,348,2257,2605,349206,11690,362594,13.0,448,15,1404
2021-06-27,Piemonte,213,30,243,1375,1618,350094,11694,362849,3.0,255,4,888
2021-07-04,Piemonte,164,14,178,815,993,350571,11696,363044,7.0,195,2,477
2021-07-11,Piemonte,84,9,93,676,748,350849,11698,363290,3.0,246,2,278
2021-07-18,Piemonte,62,4,65,959,1008,351052,11699,363759,5.0,469,1,203
2021-07-25,Piemonte,58,3,61,1520,1581,351316,11699,364596,3.0,837,0,264
2021-08-01,Piemonte,81,6,87,2388,2475,351799,11699,365973,3.0,1377,0,483
2021-08-08,Piemonte,90,7,95,3018,3112,352565,11701,367378,2.0,1405,2,766
2021-08-15,Piemonte,117,9,124,3320,3444,353896,11705,369045,7.0,1667,4,1331
2021-08-22,Piemonte,140,14,153,3491,3643,355205,11710,370558,6.0,1513,5,1309
2021-08-29,Piemonte,146,14,159,3628,3787,356683,11714,372184,11.0,1626,4,1478
2021-09-05,Piemonte,164,23,186,3680,3866,358192,11724,373782,18.0,1598,10,1509
2021-09-12,Piemonte,190,25,215,3648,3863,359723,11733,375319,11.0,1537,9,1531
2021-09-19,Piemonte,206,24,229,3646,3865,361258,11746,376865,7.0,1546,13,1535
2021-09-26,Piemonte,205,24,229,3606,3822,362768,11756,378318,11.0,1453,10,1510
2021-10-03,Piemonte,208,25,233,3517,3750,364179,11763,379529,8.0,1211,7,1411
2021-10-10,Piemonte,191,24,214,3310,3524,365454,11778,380577,8.0,1048,15,1275
2021-10-17,Piemonte,183,20,202,3144,3341,366659,11790,381790,12.0,1213,12,1205
2021-10-24,Piemonte,189,20,208,3573,3778,367786,11804,383368,11.0,1578,14,1127
2021-10-31,Piemonte,186,20,206,4053,4250,368904,11813,384967,6.0,1599,9,1118
2021-11-07,Piemonte,215,22,236,4597,4822,370215,11826,386863,10.0,1896,13,1311
2021-11-14,Piemonte,264,25,288,5753,6041,371726,11850,389617,16.0,2754,24,1511
2021-11-21,Piemonte,313,30,340,7280,7620,373650,11864,393134,23.0,3517,14,1924
2021-11-28,Piemonte,357,33,390,9423,9813,376165,11882,397860,22.0,4726,18,2515
2021-12-05,Piemonte,440,37,476,12933,13409,379289,11901,404599,26.0,6739,19,3124
2021-12-12,Piemonte,548,48,596,17493,18089,383709,11916,413714,33.0,9115,15,4420
2021-12-19,Piemonte,693,59,752,24705,25457,389849,11951,427257,41.0,13543,35,6140
